0.590;1.6665E+03;1.6038E+03;1.4199E+03;1.1278E+03;7.4867E+02;1.9867E+02
0.595;1.7361E+03;1.6710E+03;1.4801E+03;1.1766E+03;7.8249E+02;2.1056E+02
0.600;1.7423E+03;1.6773E+03;1.4869E+03;1.1839E+03;7.8964E+02;2.1539E+02
0.605;1.7597E+03;1.6943E+03;1.5024E+03;1.1972E+03;7.9974E+02;2.2075E+02
0.610;1.7159E+03;1.6523E+03;1.4657E+03;1.1687E+03;7.8193E+02;2.1873E+02
0.615;1.7163E+03;1.6528E+03;1.4666E+03;1.1703E+03;7.8424E+02;2.2232E+02
0.620;1.7141E+03;1.6508E+03;1.4652E+03;1.1696E+03;7.8451E+02;2.2493E+02
0.625;1.6295E+03;1.5693E+03;1.3927E+03;1.1117E+03;7.4553E+02;2.1550E+02
0.630;1.6219E+03;1.5615E+03;1.3847E+03;1.1034E+03;7.3744E+02;2.1351E+02
0.635;1.6455E+03;1.5850E+03;1.4074E+03;1.1247E+03;7.5626E+02;2.2374E+02
0.640;1.6372E+03;1.5774E+03;1.4021E+03;1.1230E+03;7.5880E+02;2.2907E+02
0.645;1.6321E+03;1.5727E+03;1.3985E+03;1.1210E+03;7.5902E+02;2.3224E+02
0.650;1.5822E+03;1.5246E+03;1.3559E+03;1.0872E+03;7.3672E+02;2.2771E+02
0.655;1.5226E+03;1.4673E+03;1.3051E+03;1.0467E+03;7.0984E+02;2.2151E+02
0.660;1.5889E+03;1.5315E+03;1.3632E+03;1.0951E+03;7.4505E+02;2.3578E+02
0.665;1.5787E+03;1.5219E+03;1.3553E+03;1.0899E+03;7.4317E+02;2.3808E+02
0.670;1.5549E+03;1.4991E+03;1.3355E+03;1.0749E+03;7.3431E+02;2.3791E+02
0.675;1.5361E+03;1.4812E+03;1.3199E+03;1.0630E+03;7.2725E+02;2.3800E+02
0.680;1.5204E+03;1.4661E+03;1.3068E+03;1.0529E+03;7.2104E+02;2.3802E+02
0.685;1.4807E+03;1.4278E+03;1.2729E+03;1.0259E+03;7.0306E+02;2.3390E+02
0.690;1.3376E+03;1.2877E+03;1.1414E+03;9.0942E+02;6.0942E+02;1.9383E+02
0.695;1.4117E+03;1.3607E+03;1.2110E+03;9.7284E+02;6.6257E+02;2.2017E+02
0.700;1.3919E+03;1.3417E+03;1.1947E+03;9.6078E+02;6.5578E+02;2.2027E+02
0.705;1.4075E+03;1.3571E+03;1.2091E+03;9.7346E+02;6.6606E+02;2.2626E+02
0.710;1.3858E+03;1.3363E+03;1.1910E+03;9.5967E+02;6.5773E+02;2.2551E+02
0.715;1.3649E+03;1.3161E+03;1.1731E+03;9.4527E+02;6.4797E+02;2.2345E+02
0.720;1.2186E+03;1.1731E+03;1.0400E+03;8.2891E+02;5.5591E+02;1.8287E+02
0.725;1.2822E+03;1.2353E+03;1.0978E+03;8.7939E+02;5.9580E+02;2.0191E+02
0.730;1.2660E+03;1.2199E+03;1.0847E+03;8.6994E+02;5.9081E+02;2.0236E+02
0.735;1.3044E+03;1.2579E+03;1.1215E+03;9.0427E+02;6.2085E+02;2.1924E+02
0.740;1.2748E+03;1.2296E+03;1.0971E+03;8.8606E+02;6.1027E+02;2.1801E+02
0.745;1.3029E+03;1.2570E+03;1.1222E+03;9.0752E+02;6.2671E+02;2.2605E+02
0.750;1.2893E+03;1.2439E+03;1.1108E+03;8.9860E+02;6.2109E+02;2.2548E+02
0.755;1.2791E+03;1.2342E+03;1.1023E+03;8.9204E+02;6.1708E+02;2.2548E+02
0.760;5.0801E+02;4.8168E+02;4.0630E+02;2.9290E+02;1.6115E+02;3.4188E+01
0.765;8.8714E+02;8.5032E+02;7.4317E+02;5.7568E+02;3.6542E+02;1.1028E+02
0.770;1.2141E+03;1.1713E+03;1.0459E+03;8.4599E+02;5.8481E+02;2.1630E+02
0.775;1.2148E+03;1.1722E+03;1.0475E+03;8.4857E+02;5.8843E+02;2.1992E+02
0.780;1.2109E+03;1.1685E+03;1.0442E+03;8.4602E+02;5.8681E+02;2.2029E+02
0.785;1.2004E+03;1.1583E+03;1.0350E+03;8.3843E+02;5.8134E+02;2.1882E+02
0.790;1.1672E+03;1.1260E+03;1.0052E+03;8.1276E+02;5.6147E+02;2.1053E+02
0.795;1.1452E+03;1.1049E+03;9.8684E+02;7.9873E+02;5.5289E+02;2.0890E+02
0.800;1.1399E+03;1.0997E+03;9.8189E+02;7.9425E+02;5.4918E+02;2.0773E+02
0.805;1.1257E+03;1.0861E+03;9.7010E+02;7.8528E+02;5.4374E+02;2.0696E+02
0.810;1.1085E+03;1.0695E+03;9.5520E+02;7.7308E+02;5.3517E+02;2.0427E+02
0.815;1.0713E+03;1.0329E+03;9.2031E+02;7.4126E+02;5.0823E+02;1.9027E+02
0.820;1.0423E+03;1.0051E+03;8.9601E+02;7.2250E+02;4.9651E+02;1.8746E+02
0.825;1.0676E+03;1.0299E+03;9.1928E+02;7.4317E+02;5.1333E+02;1.9675E+02
0.830;1.0525E+03;1.0152E+03;9.0561E+02;7.3125E+02;5.0394E+02;1.9270E+02
0.835;1.0472E+03;1.0104E+03;9.0227E+02;7.3014E+02;5.0538E+02;1.9578E+02
0.840;1.0452E+03;1.0085E+03;9.0086E+02;7.2941E+02;5.0545E+02;1.9689E+02
0.845;1.0406E+03;1.0042E+03;8.9744E+02;7.2735E+02;5.0499E+02;1.9806E+02
0.850;9.9378E+02;9.5903E+02;8.5706E+02;6.9461E+02;4.8224E+02;1.8966E+02
0.855;9.1240E+02;8.8053E+02;7.8702E+02;6.3803E+02;4.4324E+02;1.7506E+02
0.860;1.0097E+03;9.7456E+02;8.7135E+02;7.0688E+02;4.9177E+02;1.9536E+02
0.865;9.7624E+02;9.4225E+02;8.4254E+02;6.8363E+02;4.7581E+02;1.8974E+02
0.870;9.9131E+02;9.5680E+02;8.5556E+02;6.9422E+02;4.8322E+02;1.9323E+02
0.875;9.9298E+02;9.5842E+02;8.5701E+02;6.9540E+02;4.8406E+02;1.9408E+02
0.880;9.6896E+02;9.3520E+02;8.3616E+02;6.7835E+02;4.7200E+02;1.8952E+02
0.885;9.6704E+02;9.3333E+02;8.3444E+02;6.7686E+02;4.7084E+02;1.8943E+02
0.890;9.5272E+02;9.1950E+02;8.2204E+02;6.6677E+02;4.6377E+02;1.8700E+02
0.895;9.0104E+02;8.6892E+02;7.7477E+02;6.2506E+02;4.3017E+02;1.6967E+02
0.900;8.1713E+02;7.8698E+02;6.9870E+02;5.5882E+02;3.7799E+02;1.4317E+02
0.905;8.5668E+02;8.2606E+02;7.3629E+02;5.9360E+02;4.0796E+02;1.6104E+02
0.910;7.7978E+02;7.5104E+02;6.6691E+02;5.3358E+02;3.6121E+02;1.3770E+02
0.915;7.8263E+02;7.5384E+02;6.6956E+02;5.3597E+02;3.6320E+02;1.3911E+02
0.920;8.0760E+02;7.7877E+02;6.9426E+02;5.5993E+02;3.8515E+02;1.5337E+02
0.925;7.7138E+02;7.4352E+02;6.6192E+02;5.3234E+02;3.6414E+02;1.4337E+02
0.930;6.9072E+02;6.6422E+02;5.8680E+02;4.6459E+02;3.0790E+02;1.1227E+02
0.935;5.0854E+02;4.8614E+02;4.2118E+02;3.2053E+02;1.9630E+02;5.8822E+01
0.940;6.8339E+02;6.5736E+02;5.8128E+02;4.6105E+02;3.0654E+02;1.1284E+02
0.945;5.8966E+02;5.6568E+02;4.9577E+02;3.8617E+02;2.4766E+02;8.3819E+01
0.950;6.0579E+02;5.8177E+02;5.1168E+02;4.0144E+02;2.6118E+02;9.1762E+01
0.955;6.1329E+02;5.8935E+02;5.1945E+02;4.0934E+02;2.6875E+02;9.6769E+01
0.960;6.5274E+02;6.2800E+02;5.5570E+02;4.4146E+02;2.9465E+02;1.1069E+02
0.965;6.7115E+02;6.4620E+02;5.7317E+02;4.5758E+02;3.0847E+02;1.1900E+02
0.970;7.3365E+02;7.0749E+02;6.3083E+02;5.0898E+02;3.5045E+02;1.4274E+02
0.975;6.9352E+02;6.6830E+02;5.9445E+02;4.7729E+02;3.2547E+02;1.2968E+02
0.980;7.3686E+02;7.1073E+02;6.3415E+02;5.1236E+02;3.5378E+02;1.4560E+02
0.985;7.5542E+02;7.2896E+02;6.5135E+02;5.2780E+02;3.6657E+02;1.5324E+02
0.990;7.6276E+02;7.3618E+02;6.5823E+02;5.3407E+02;3.7188E+02;1.5661E+02
0.995;7.5461E+02;7.2841E+02;6.5156E+02;5.2912E+02;3.6907E+02;1.5626E+02
1.000;7.4440E+02;7.1854E+02;6.4266E+02;5.2178E+02;3.6382E+02;1.5418E+02
1.005;7.3968E+02;7.1395E+02;6.3849E+02;5.1829E+02;3.6124E+02;1.5317E+02
1.010;7.2972E+02;7.0426E+02;6.2961E+02;5.1072E+02;3.5548E+02;1.5046E+02
1.015;7.2885E+02;7.0353E+02;6.2924E+02;5.1090E+02;3.5627E+02;1.5161E+02
1.020;7.0993E+02;6.8525E+02;6.1285E+02;4.9754E+02;3.4686E+02;1.4770E+02
1.025;7.0542E+02;6.8089E+02;6.0892E+02;4.9430E+02;3.4454E+02;1.4682E+02
1.030;6.9894E+02;6.7467E+02;6.0346E+02;4.9004E+02;3.4181E+02;1.4604E+02
1.035;6.9119E+02;6.6720E+02;5.9682E+02;4.8470E+02;3.3815E+02;1.4473E+02
1.040;6.8762E+02;6.6373E+02;5.9366E+02;4.8203E+02;3.3614E+02;1.4385E+02
1.045;6.8385E+02;6.6007E+02;5.9031E+02;4.7919E+02;3.3397E+02;1.4286E+02
1.050;6.7227E+02;6.4884E+02;5.8009E+02;4.7059E+02;3.2750E+02;1.3968E+02
1.055;6.5042E+02;6.2769E+02;5.6101E+02;4.5480E+02;3.1602E+02;1.3434E+02
1.060;6.3944E+02;6.1702E+02;5.5125E+02;4.4650E+02;3.0966E+02;1.3107E+02
1.065;6.3254E+02;6.1029E+02;5.4502E+02;4.4108E+02;3.0537E+02;1.2882E+02
1.070;6.2993E+02;6.0776E+02;5.4277E+02;4.3928E+02;3.0420E+02;1.2867E+02
1.075;6.2389E+02;6.0199E+02;5.3776E+02;4.3550E+02;3.0203E+02;1.2852E+02
1.080;6.0857E+02;5.8712E+02;5.2424E+02;4.2419E+02;2.9376E+02;1.2486E+02
1.085;5.9292E+02;5.7191E+02;5.1034E+02;4.1243E+02;2.8495E+02;1.2065E+02
1.090;5.8986E+02;5.6897E+02;5.0771E+02;4.1032E+02;2.8353E+02;1.2027E+02
1.095;5.6957E+02;5.4918E+02;4.8946E+02;3.9460E+02;2.7136E+02;1.1391E+02
1.100;5.3518E+02;5.1544E+02;4.5767E+02;3.6618E+02;2.4806E+02;1.0045E+02
1.105;5.3026E+02;5.1057E+02;4.5300E+02;3.6187E+02;2.4437E+02;9.8283E+01
1.110;5.2980E+02;5.1016E+02;4.5267E+02;3.6167E+02;2.4427E+02;9.8315E+01
1.115;4.6085E+02;4.4256E+02;3.8921E+02;3.0535E+02;1.9870E+02;7.2886E+01
1.120;3.2214E+02;3.0724E+02;2.6418E+02;1.9796E+02;1.1748E+02;3.3997E+01
1.125;3.0492E+02;2.9057E+02;2.4912E+02;1.8555E+02;1.0874E+02;3.0413E+01
1.130;3.8545E+02;3.6909E+02;3.2155E+02;2.4738E+02;1.5468E+02;5.1153E+01
1.135;2.6584E+02;2.5277E+02;2.1520E+02;1.5804E+02;9.0131E+01;2.3704E+01
1.140;4.1709E+02;4.0020E+02;3.5098E+02;2.7375E+02;1.7596E+02;6.2760E+01
1.145;3.3821E+02;3.2323E+02;2.7981E+02;2.1261E+02;1.2981E+02;4.0747E+01
1.150;3.8353E+02;3.6756E+02;3.2109E+02;2.4849E+02;1.5739E+02;5.4348E+01
1.155;4.1446E+02;3.9788E+02;3.4954E+02;2.7365E+02;1.7742E+02;6.5225E+01
1.160;4.8058E+02;4.6275E+02;4.1061E+02;3.2807E+02;2.2162E+02;9.0344E+01
1.165;4.9410E+02;4.7632E+02;4.2423E+02;3.4155E+02;2.3432E+02;9.9473E+01
1.170;4.9653E+02;4.7875E+02;4.2667E+02;3.4397E+02;2.3661E+02;1.0127E+02
1.175;4.9880E+02;4.8101E+02;4.2891E+02;3.4615E+02;2.3864E+02;1.0281E+02
1.180;4.8550E+02;4.6813E+02;4.1726E+02;3.3647E+02;2.3158E+02;9.9480E+01
1.185;4.7933E+02;4.6219E+02;4.1198E+02;3.3225E+02;2.2873E+02;9.8414E+01
1.190;4.8250E+02;4.6531E+02;4.1497E+02;3.3499E+02;2.3107E+02;1.0002E+02
1.195;4.7855E+02;4.6153E+02;4.1166E+02;3.3244E+02;2.2947E+02;9.9606E+01
1.200;4.6839E+02;4.5168E+02;4.0275E+02;3.2503E+02;2.2407E+02;9.7055E+01
1.205;4.6764E+02;4.5098E+02;4.0215E+02;3.2457E+02;2.2376E+02;9.6894E+01
1.210;4.6420E+02;4.4770E+02;3.9935E+02;3.2252E+02;2.2265E+02;9.6861E+01
1.215;4.7252E+02;4.5581E+02;4.0681E+02;3.2894E+02;2.2763E+02;9.9712E+01
1.220;4.7391E+02;4.5720E+02;4.0824E+02;3.3038E+02;2.2898E+02;1.0066E+02
1.225;4.6644E+02;4.5009E+02;4.0213E+02;3.2583E+02;2.2637E+02;1.0019E+02
1.230;4.7440E+02;4.5784E+02;4.0927E+02;3.3196E+02;2.3107E+02;1.0276E+02
1.235;4.7394E+02;4.5742E+02;4.0896E+02;3.3181E+02;2.3108E+02;1.0286E+02
1.240;4.7120E+02;4.5476E+02;4.0654E+02;3.2975E+02;2.2947E+02;1.0193E+02
1.245;4.6288E+02;4.4667E+02;3.9910E+02;3.2337E+02;2.2449E+02;9.9072E+01
1.250;4.5811E+02;4.4197E+02;3.9463E+02;3.1927E+02;2.2091E+02;9.6601E+01
1.255;4.5213E+02;4.3605E+02;3.8887E+02;3.1380E+02;2.1590E+02;9.2943E+01
1.260;4.2279E+02;4.0744E+02;3.6243E+02;2.9091E+02;1.9793E+02;8.2665E+01
1.265;3.9561E+02;3.8092E+02;3.3788E+02;2.6962E+02;1.8123E+02;7.3308E+01
1.270;3.9194E+02;3.7735E+02;3.3463E+02;2.6686E+02;1.7915E+02;7.2233E+01
1.275;4.1757E+02;4.0241E+02;3.5797E+02;2.8736E+02;1.9555E+02;8.1871E+01
1.280;4.2290E+02;4.0776E+02;3.6337E+02;2.9279E+02;2.0087E+02;8.6176E+01
1.285;4.1932E+02;4.0447E+02;3.6091E+02;2.9160E+02;2.0125E+02;8.7890E+01
1.290;4.1980E+02;4.0489E+02;3.6117E+02;2.9166E+02;2.0117E+02;8.7984E+01
1.295;4.1929E+02;4.0441E+02;3.6079E+02;2.9145E+02;2.0121E+02;8.8382E+01
1.300;4.1297E+02;3.9826E+02;3.5513E+02;2.8662E+02;1.9756E+02;8.6595E+01
1.305;4.0071E+02;3.8628E+02;3.4404E+02;2.7699E+02;1.9003E+02;8.2422E+01
1.310;3.8293E+02;3.6899E+02;3.2820E+02;2.6354E+02;1.7987E+02;7.7090E+01
1.315;3.6422E+02;3.5073E+02;3.1128E+02;2.4886E+02;1.6837E+02;7.0653E+01
1.320;3.4419E+02;3.3111E+02;2.9288E+02;2.3257E+02;1.5525E+02;6.3066E+01
1.325;3.5369E+02;3.4046E+02;3.0177E+02;2.4060E+02;1.6191E+02;6.7094E+01
1.330;2.7559E+02;2.6406E+02;2.3057E+02;1.7834E+02;1.1300E+02;4.0386E+01
1.335;2.8932E+02;2.7754E+02;2.4324E+02;1.8954E+02;1.2182E+02;4.5076E+01
1.340;3.0284E+02;2.9078E+02;2.5561E+02;2.0036E+02;1.3021E+02;4.9367E+01
1.345;2.3862E+02;2.2796E+02;1.9705E+02;1.4922E+02;9.0343E+01;2.8305E+01
1.350;1.2424E+02;1.1703E+02;9.6556E+01;6.6406E+01;3.2956E+01;5.9895E+00
1.355;4.5182E+01;4.1644E+01;3.1977E+01;1.8971E+01;6.9619E+00;5.4870E-01
1.360;8.8600E+00;7.8911E+00;5.4126E+00;2.5488E+00;5.8924E-01;1.2730E-02
1.365;1.0132E+01;9.0339E+00;6.2161E+00;2.9398E+00;6.7955E-01;1.4121E-02
1.370;1.3724E+01;1.2340E+01;8.7338E+00;4.3832E+00;1.1478E+00;3.5173E-02
1.375;5.9711E+01;5.5267E+01;4.3008E+01;2.6151E+01;9.9849E+00;8.3512E-01
1.380;1.8832E+01;1.7045E+01;1.2327E+01;6.4645E+00;1.8457E+00;7.1814E-02
1.385;1.7456E+01;1.5772E+01;1.1341E+01;5.8757E+00;1.6358E+00;5.9079E-02
1.390;5.8035E+01;5.3718E+01;4.1811E+01;2.5440E+01;9.7334E+00;8.2399E-01
1.395;3.0791E+01;2.8175E+01;2.1122E+01;1.1921E+01;3.9445E+00;2.3185E-01
1.400;4.5506E+01;4.1976E+01;3.2314E+01;1.9249E+01;7.0932E+00;5.5750E-01
1.405;6.1893E+01;5.7535E+01;4.5442E+01;2.8557E+01;1.1771E+01;1.2839E+00
1.410;9.2379E+01;8.6657E+01;7.0525E+01;4.7144E+01;2.2055E+01;3.4204E+00
1.415;1.1975E+02;1.1308E+02;9.4081E+01;6.5864E+01;3.3972E+01;6.9938E+00
1.420;1.3353E+02;1.2645E+02;1.0619E+02;7.5813E+01;4.0755E+01;9.4549E+00
1.425;1.4975E+02;1.4217E+02;1.2041E+02;8.7490E+01;4.8805E+01;1.2577E+01
1.430;1.5947E+02;1.5160E+02;1.2897E+02;9.4558E+01;5.3708E+01;1.4511E+01
1.435;1.4242E+02;1.3516E+02;1.1433E+02;8.2867E+01;4.6005E+01;1.1745E+01
1.440;1.5788E+02;1.5018E+02;1.2800E+02;9.4217E+01;5.3938E+01;1.4891E+01
1.445;1.5909E+02;1.5144E+02;1.2939E+02;9.5710E+01;5.5357E+01;1.5721E+01
1.450;1.6198E+02;1.5428E+02;1.3210E+02;9.8151E+01;5.7315E+01;1.6745E+01
1.455;2.0608E+02;1.9729E+02;1.7174E+02;1.3196E+02;8.2411E+01;2.8615E+01
1.460;2.0306E+02;1.9439E+02;1.6922E+02;1.3004E+02;8.1262E+01;2.8325E+01
1.465;1.8603E+02;1.7776E+02;1.5381E+02;1.1677E+02;7.1202E+01;2.3305E+01
1.470;1.5460E+02;1.4723E+02;1.2597E+02;9.3490E+01;5.4490E+01;1.5914E+01
1.475;2.0658E+02;1.9785E+02;1.7247E+02;1.3292E+02;8.3492E+01;2.9472E+01
1.480;1.9245E+02;1.8415E+02;1.6003E+02;1.2258E+02;7.6123E+01;2.6204E+01
1.485;2.0130E+02;1.9285E+02;1.6828E+02;1.2998E+02;8.2103E+01;2.9577E+01
1.490;2.3988E+02;2.3061E+02;2.0356E+02;1.6096E+02;1.0654E+02;4.3225E+01
1.495;2.5331E+02;2.4379E+02;2.1597E+02;1.7202E+02;1.1558E+02;4.8801E+01
1.500;2.6988E+02;2.6012E+02;2.3154E+02;1.8622E+02;1.2757E+02;5.6585E+01
1.505;2.6834E+02;2.5865E+02;2.3027E+02;1.8529E+02;1.2706E+02;5.6551E+01
1.510;2.7209E+02;2.6239E+02;2.3399E+02;1.8890E+02;1.3039E+02;5.9019E+01
1.515;2.7290E+02;2.6323E+02;2.3490E+02;1.8991E+02;1.3147E+02;5.9977E+01
1.520;2.7726E+02;2.6756E+02;2.3912E+02;1.9390E+02;1.3502E+02;6.2537E+01
1.525;2.7736E+02;2.6766E+02;2.3923E+02;1.9402E+02;1.3515E+02;6.2666E+01
1.530;2.7685E+02;2.6719E+02;2.3885E+02;1.9378E+02;1.3508E+02;6.2764E+01
1.535;2.6994E+02;2.6052E+02;2.3292E+02;1.8901E+02;1.3182E+02;6.1323E+01
1.540;2.6780E+02;2.5849E+02;2.3119E+02;1.8776E+02;1.3115E+02;6.1275E+01
1.545;2.6991E+02;2.6057E+02;2.3317E+02;1.8957E+02;1.3269E+02;6.2318E+01
1.550;2.7057E+02;2.6124E+02;2.3387E+02;1.9029E+02;1.3342E+02;6.2942E+01
1.555;2.6983E+02;2.6052E+02;2.3324E+02;1.8981E+02;1.3313E+02;6.2869E+01
1.560;2.6769E+02;2.5846E+02;2.3139E+02;1.8831E+02;1.3207E+02;6.2390E+01
1.565;2.6073E+02;2.5169E+02;2.2518E+02;1.8301E+02;1.2801E+02;6.0102E+01
1.570;2.4483E+02;2.3611E+02;2.1053E+02;1.6994E+02;1.1724E+02;5.3157E+01
1.575;2.4472E+02;2.3604E+02;2.1060E+02;1.7020E+02;1.1772E+02;5.3726E+01
1.580;2.4570E+02;2.3706E+02;2.1172E+02;1.7145E+02;1.1906E+02;5.4924E+01
1.585;2.4873E+02;2.4011E+02;2.1484E+02;1.7463E+02;1.2220E+02;5.7493E+01
1.590;2.4618E+02;2.3768E+02;2.1277E+02;1.7311E+02;1.2135E+02;5.7358E+01
1.595;2.4146E+02;2.3309E+02;2.0854E+02;1.6948E+02;1.1856E+02;5.5766E+01
1.600;2.3404E+02;2.2577E+02;2.0156E+02;1.6309E+02;1.1308E+02;5.2007E+01
1.605;2.3130E+02;2.2310E+02;1.9910E+02;1.6096E+02;1.1142E+02;5.1040E+01
1.610;2.3037E+02;2.2222E+02;1.9833E+02;1.6039E+02;1.1108E+02;5.0974E+01
1.615;2.3617E+02;2.2794E+02;2.0380E+02;1.6542E+02;1.1541E+02;5.3983E+01
1.620;2.3846E+02;2.3022E+02;2.0605E+02;1.6757E+02;1.1739E+02;5.5464E+01
1.625;2.3976E+02;2.3150E+02;2.0728E+02;1.6872E+02;1.1839E+02;5.6190E+01
1.630;2.3969E+02;2.3142E+02;2.0718E+02;1.6859E+02;1.1823E+02;5.6045E+01
1.635;2.3575E+02;2.2760E+02;2.0372E+02;1.6570E+02;1.1610E+02;5.4930E+01
1.640;2.2995E+02;2.2196E+02;1.9852E+02;1.6125E+02;1.1268E+02;5.2975E+01
1.645;2.2848E+02;2.2054E+02;1.9724E+02;1.6019E+02;1.1191E+02;5.2600E+01
1.650;2.2846E+02;2.2051E+02;1.9721E+02;1.6016E+02;1.1188E+02;5.2585E+01
1.655;2.2926E+02;2.2131E+02;1.9800E+02;1.6092E+02;1.1257E+02;5.3100E+01
1.660;2.2931E+02;2.2137E+02;1.9809E+02;1.6106E+02;1.1277E+02;5.3322E+01
1.665;2.2593E+02;2.1809E+02;1.9511E+02;1.5855E+02;1.1090E+02;5.2340E+01
1.670;2.2512E+02;2.1734E+02;1.9453E+02;1.5824E+02;1.1089E+02;5.2577E+01
1.675;2.2093E+02;2.1329E+02;1.9091E+02;1.5528E+02;1.0881E+02;5.1593E+01
1.680;2.1789E+02;2.1036E+02;1.8830E+02;1.5318E+02;1.0737E+02;5.0957E+01
1.685;2.1694E+02;2.0944E+02;1.8746E+02;1.5249E+02;1.0687E+02;5.0707E+01
1.690;2.1495E+02;2.0751E+02;1.8569E+02;1.5097E+02;1.0571E+02;5.0055E+01
