1425.000;0.4881E+02
1430.000;0.5371E+02
1435.000;0.4601E+02
1440.000;0.5394E+02
1445.000;0.5536E+02
1450.000;0.5731E+02
1455.000;0.8241E+02
1460.000;0.8126E+02
1465.000;0.7120E+02
1470.000;0.5449E+02
1475.000;0.8349E+02
1480.000;0.7612E+02
1485.000;0.8210E+02
1490.000;0.1065E+03
1495.000;0.1156E+03
1500.000;0.1276E+03
1505.000;0.1271E+03
1510.000;0.1304E+03
1515.000;0.1315E+03
1520.000;0.1350E+03
1525.000;0.1351E+03
1530.000;0.1351E+03
1535.000;0.1318E+03
1540.000;0.1311E+03
1545.000;0.1327E+03
1550.000;0.1334E+03
1555.000;0.1331E+03
1560.000;0.1321E+03
1565.000;0.1280E+03
1570.000;0.1172E+03
1575.000;0.1177E+03
1580.000;0.1191E+03
1585.000;0.1222E+03
1590.000;0.1213E+03
1595.000;0.1186E+03
1600.000;0.1131E+03
1605.000;0.1114E+03
1610.000;0.1111E+03
1615.000;0.1154E+03
1620.000;0.1174E+03
1625.000;0.1184E+03
1630.000;0.1182E+03
1635.000;0.1161E+03
1640.000;0.1127E+03
1645.000;0.1119E+03
1650.000;0.1119E+03
1655.000;0.1126E+03
1660.000;0.1128E+03
1665.000;0.1109E+03
1670.000;0.1109E+03
1675.000;0.1088E+03
1680.000;0.1074E+03
1685.000;0.1069E+03
1690.000;0.1057E+03
1695.000;0.1046E+03
1700.000;0.1042E+03
1705.000;0.1029E+03
1710.000;0.1002E+03
1715.000;0.9960E+02
1720.000;0.9861E+02
1725.000;0.9466E+02
1730.000;0.9157E+02
1735.000;0.8817E+02
1740.000;0.8725E+02
1745.000;0.8578E+02
1750.000;0.8510E+02
1755.000;0.8456E+02
1760.000;0.8386E+02
1765.000;0.7885E+02
1770.000;0.7666E+02
1775.000;0.6993E+02
1780.000;0.6502E+02
1785.000;0.6273E+02
1790.000;0.5994E+02
1795.000;0.5083E+02
1800.000;0.3868E+02
1805.000;0.2976E+02
1810.000;0.1906E+02
1815.000;0.1143E+02
1820.000;0.7542E+01
1825.000;0.4088E+01
1830.000;0.1119E+01
1835.000;0.2244E+00
1840.000;0.2729E+00
1845.000;0.4661E+00
1850.000;0.3000E+00
1855.000;0.2966E+00
1860.000;0.6483E+00
1865.000;0.9005E+00
1870.000;0.5591E-01
1875.000;0.2114E+00
1880.000;0.1677E+01
1885.000;0.2562E+01
1890.000;0.2227E+01
1895.000;0.1602E+01
1900.000;0.4582E+00
1905.000;0.7324E+00
1910.000;0.1084E+01
1915.000;0.1814E+01
1920.000;0.4761E+01
1925.000;0.6296E+01
1930.000;0.7797E+01
1935.000;0.1292E+02
1940.000;0.1585E+02
1945.000;0.1815E+02
1950.000;0.1924E+02
1955.000;0.1700E+02
1960.000;0.1992E+02
1965.000;0.2869E+02
1970.000;0.3551E+02
1975.000;0.4403E+02
1980.000;0.4753E+02
1985.000;0.4979E+02
1990.000;0.4912E+02
1995.000;0.4118E+02
2000.000;0.2403E+02
2005.000;0.1367E+02
2010.000;0.1585E+02
2015.000;0.1828E+02
2020.000;0.2530E+02
2025.000;0.3832E+02
2030.000;0.4260E+02
2035.000;0.4505E+02
2040.000;0.4425E+02
2045.000;0.3979E+02
2050.000;0.3298E+02
2055.000;0.2990E+02
2060.000;0.3199E+02
2065.000;0.3154E+02
2070.000;0.3281E+02
2075.000;0.3904E+02
2080.000;0.4134E+02
2085.000;0.4213E+02
2090.000;0.4339E+02
2095.000;0.4353E+02
2100.000;0.4335E+02
2105.000;0.4309E+02
2110.000;0.4251E+02
2115.000;0.4171E+02
2120.000;0.4119E+02
2125.000;0.4122E+02
2130.000;0.4159E+02
2135.000;0.4144E+02
2140.000;0.4091E+02
2145.000;0.3980E+02
2150.000;0.3837E+02
2155.000;0.3755E+02
2160.000;0.3750E+02
2165.000;0.3744E+02
2170.000;0.3715E+02
2175.000;0.3653E+02
2180.000;0.3557E+02
2185.000;0.3488E+02
2190.000;0.3469E+02
2195.000;0.3377E+02
2200.000;0.3283E+02
2205.000;0.3375E+02
2210.000;0.3563E+02
2215.000;0.3578E+02
2220.000;0.3570E+02
2225.000;0.3544E+02
2230.000;0.3488E+02
2235.000;0.3426E+02
